restaurantId,name,status,itemCount,menuVerdict,allergenSourceVerdict,extractionVerdict,criticalFindings,highFindings,repairStatus,updatedAt
replacement-boogy-and-peel-washington-dc,Boogy & Peel,codex_verified,39,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T15:48:36.832Z
boogy-and-peel-dupont-dc,Boogy & Peel Dupont Circle,codex_verified,28,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T15:51:25.749Z
boqueria-penn-quarter-dc,Boqueria Penn Quarter,codex_verified,212,verified,verified,not_applicable,0,0,verified,2026-07-21T16:08:05.582Z
borek-g-cafe-market-falls-church-va,Borek G Cafe & Market,codex_verified,178,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T16:11:01.294Z
boru-ramen-arlington-dc-metro,Boru Ramen,codex_verified,165,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T16:13:38.209Z
osm-botanero-11895212138,Botanero,codex_verified,71,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T16:44:11.597Z
boulangerie-christophe-washington-dc-dc-metro,Boulangerie Christophe,codex_verified,45,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T16:39:11.147Z
boundary-stone-dc,Boundary Stone,codex_verified,38,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T16:41:29.373Z
brasero-atlantico-dc,Brasero Atlantico,codex_verified,12,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T17:09:13.753Z
brass-rabbit-clarendon-dc-metro,Brass Rabbit Clarendon,codex_verified,35,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T17:05:17.997Z
brasserie-liberte-washington-dc-dc-metro,Brasserie Liberté,codex_verified,100,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T17:11:07.714Z
osm-brazilian-place-11397737801,Brazilian Place,codex_verified,44,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T17:34:22.901Z
bread-furst-dc,Bread Furst,codex_verified,58,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T17:37:58.618Z
bresca-dc,Bresca,codex_verified,0,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T17:29:35.487Z
osm-brews-barrels-174614138,Brews and Barrels,codex_verified,8,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T17:52:39.210Z
osm-brooklyn-s-deli-6304573741,Brooklyn's Deli,codex_verified,134,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T17:50:34.409Z
chain-bruster-s-ice-cream,Bruster's Ice Cream,codex_verified,157,verified,verified,not_applicable,0,0,verified,2026-07-21T17:54:49.671Z
buena-vida-gastrolounge-arlington-va-dc-metro,Buena Vida Gastrolounge,codex_verified,91,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T18:04:58.957Z
buffalo-bergen-capitol-hill-dc,Buffalo & Bergen Capitol Hill,codex_verified,58,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T18:07:29.780Z
buffalo-bergen-cleveland-park-dc,Buffalo & Bergen Cleveland Park,codex_verified,64,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T18:09:45.133Z
buffalo-bergen-union-market-dc,Buffalo & Bergen Union Market,codex_verified,54,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T18:20:13.914Z
buffalo-wild-wings,Buffalo Wild Wings,codex_verified,231,verified,verified,not_applicable,0,0,verified,2026-07-21T18:20:17.098Z
bukom-cafe-dc,Bukom Cafe,codex_verified,13,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T18:20:02.008Z
bullfrog-bagels-dc,Bullfrog Bagels,codex_verified,40,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T18:52:25.905Z
bumblebirds-dc,bumblebirds,codex_verified,9,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T18:52:26.682Z
bund-up-union-market-dc,Bund Up Union Market,codex_verified,16,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T18:52:27.453Z
osm-buns-n-rice-7189139268,Buns N Rice,codex_verified,26,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T19:07:01.570Z
burger-king,Burger King,codex_verified,120,verified,verified,not_applicable,0,0,verified,2026-07-21T19:07:02.568Z
burgerfi,BurgerFi,codex_verified,116,verified,verified,not_applicable,0,0,verified,2026-07-21T19:07:03.518Z
burnin-bird-dc,Burnin Bird Hot Chicken,codex_verified,30,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T19:55:00.464Z
burtons-grill-and-bar-washington-dc-dc-metro,Burtons Grill & Bar,codex_verified,138,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T19:55:01.538Z
busboys-and-poets-dc,Busboys and Poets,codex_verified,130,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T19:55:02.365Z
cactus-cantina-dc,Cactus Cantina,codex_verified,78,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T20:11:54.065Z
cafe-1676-vienna-dc-metro,Cafe 1676 Vienna,codex_verified,52,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T20:11:54.792Z
replacement-cafe-berlin-on-capitol-hill-washington-dc,Café Berlin on Capitol Hill,codex_verified,29,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T20:11:55.501Z
cafe-colline-arlington-dc-metro,Cafe Colline Arlington,codex_verified,17,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T20:43:17.785Z
replacement-cafe-fiorello-dc-washington-dc,Cafe Fiorello DC,codex_verified,90,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T20:44:29.432Z
replacement-cafe-ile-mclean-va,Cafe ile,codex_verified,117,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T20:44:30.421Z
cafe-kindred-falls-church-va,Cafe Kindred,codex_verified,30,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T21:34:40.297Z
cafe-milano-washington-dc-dc-metro,Cafe Milano,codex_verified,52,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T21:34:41.072Z
cafe-pizzaiolo-alexandria-dc-metro,Cafe Pizzaiolo Alexandria,codex_verified,153,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T21:34:42.018Z
replacement-cafe-renaissance-vienna-va,Cafe Renaissance,codex_verified,18,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T23:02:44.499Z
cafe-riggs-dc,Cafe Riggs,codex_verified,25,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T23:02:45.218Z
replacement-cafe-riggs-washington-dc,Café Riggs,codex_verified,45,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-21T23:02:45.936Z
cafe-rio,Cafe Rio,codex_verified,41,verified,verified,not_applicable,0,0,verified,2026-07-22T12:05:20.637Z
cafe-tatti-mclean-va,Cafe Tatti,codex_verified,36,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T12:05:21.109Z
osm-cafesano-1732774580,Cafesano,codex_verified,96,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T12:05:21.589Z
cafesano-reston-dc-metro,Cafesano Reston,codex_verified,69,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T13:55:11.781Z
replacement-calico-washington-dc,Calico,codex_verified,10,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T13:55:12.256Z
california-fish-grill-north-bethesda-md,California Fish Grill North Bethesda,codex_verified,34,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T13:55:12.730Z
california-pizza-kitchen,California Pizza Kitchen,codex_verified,101,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T14:05:18.093Z
chain-california-tortilla,California Tortilla,codex_verified,123,verified,verified,not_applicable,0,0,verified,2026-07-22T14:05:18.489Z
call-your-mother-dc,Call Your Mother Deli,codex_verified,140,verified,verified,not_applicable,0,0,verified,2026-07-22T14:05:18.889Z
replacement-cana-washington-dc,Cana,codex_verified,12,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T14:31:35.391Z
cane-dc,Cane,codex_verified,20,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T14:31:35.810Z
canton-disco-dc,Canton Disco,codex_verified,17,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T14:31:36.226Z
capitano-dc,Capitano,codex_verified,59,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T14:44:34.307Z
capo-deli-foggy-bottom-dc,Capo Deli Foggy Bottom,codex_verified,75,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T14:44:34.775Z
capo-deli-dc,Capo Italian Deli,codex_verified,193,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T14:44:35.233Z
captain-pells-fairfax-crabhouse-fairfax-va-dc-metro,Captain Pell's Fairfax Crabhouse,codex_verified,38,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T14:54:05.948Z
carbonara-arlington-va-dc-metro,Carbonara,codex_verified,58,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T14:54:06.488Z
carlyle-arlington-va-dc-metro,Carlyle,codex_verified,48,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T14:54:06.982Z
carmines-dc,Carmine's,codex_verified,110,verified,verified,not_applicable,0,0,verified,2026-07-22T15:09:00.141Z
carolina-kitchen-bar-and-grill-hyattsville-md-dc-metro,Carolina Kitchen Bar & Grill,codex_verified,113,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T15:09:00.613Z
carrabbas,Carrabba's Italian Grill,codex_verified,177,verified,verified,not_applicable,0,0,verified,2026-07-22T15:09:01.088Z
carusos-grocery-dc,Caruso's Grocery,codex_verified,55,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T16:26:39.734Z
carusos-grocery-pike-and-rose-md,Caruso's Grocery Pike & Rose,codex_verified,90,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T16:26:40.223Z
carving-room-noma-dc,Carving Room NoMa,codex_verified,65,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T16:26:40.726Z
osm-casa-tequila-2697922195,Casa Tequila Bar & Grill,codex_verified,184,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T16:40:44.096Z
replacement-casa-teresa-washington-dc,Casa Teresa,codex_verified,22,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T16:40:44.615Z
replacement-casamara-washington-dc,Casamara,codex_verified,39,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T16:40:45.130Z
osm-caspian-kabob-10268757467,Caspian Kabob,codex_verified,41,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T16:58:09.036Z
catahoula-dc,Catahoula DC,codex_verified,35,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T16:58:09.770Z
causa-amazonia-dc,Causa / Amazonia,codex_verified,20,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T16:58:10.442Z
cava,CAVA,codex_verified,86,verified,verified,not_applicable,0,0,verified,2026-07-22T17:10:46.579Z
cava-mezze-rockville-dc-metro,Cava Mezze Rockville,codex_verified,38,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T17:10:47.306Z
replacement-ceibo-washington-dc,Ceibo,codex_verified,32,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T17:10:47.830Z
celebration-by-rupa-vira-ashburn-va,Celebration by Rupa Vira,codex_verified,29,verified,verified,not_applicable,0,0,verified,2026-07-22T17:24:08.840Z
celebrity-delly-falls-church-va,Celebrity Delly,codex_verified,27,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T17:24:09.367Z
central-michel-richard-washington-dc-dc-metro,Central Michel Richard,codex_verified,57,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T17:24:09.877Z
centrolina-dc,Centrolina,codex_verified,35,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T19:22:04.168Z
chaatwala-herndon-va-dc-metro,Chaatwala,codex_verified,87,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T19:22:05.992Z
chadwicks-alexandria-va-dc-metro,Chadwicks,codex_verified,110,verified,accurately_unavailable,not_applicable,0,0,verified,2026-07-22T19:22:08.096Z
chai-pani-dc,Chai Pani DC,codex_verified,30,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T17:42:37.030Z
replacement-chai-wyy-herndon-va,Chai Wyy,codex_verified,100,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T17:42:37.315Z
chaia-tacos-dc,Chaia Tacos,codex_verified,31,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T17:42:37.601Z
chang-chang-dc,Chang Chang,codex_verified,103,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T17:52:56.439Z
chao-ban-tysons-va,Chao Ban,codex_verified,14,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T17:52:56.769Z
chaplins-dc,Chaplin's,codex_verified,63,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T17:52:57.105Z
char-bar-dc,Char Bar,codex_verified,43,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T18:00:39.836Z
chard-mclean-va-dc-metro,CHAR’D,codex_verified,49,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T18:00:40.165Z
charley-chesapeake-chophouse-gaithersburg-md,Charley Chesapeake Chophouse & Bar,codex_verified,119,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T18:00:40.496Z
chain-charleys-philly-steaks,Charleys Philly Steaks,codex_verified,124,verified,verified,not_applicable,0,0,verified,2026-08-04T18:05:22.511Z
osm-charm-thai-1671377421,Charm Thai Restaurant,codex_verified,13,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T18:05:22.848Z
chart-house-alexandria-va-dc-metro,Chart House,codex_verified,99,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T18:05:23.206Z
osm-chasin-tails-770780729,Chasin' Tails,codex_verified,59,verified,verified,not_applicable,0,0,verified,2026-08-04T18:11:12.425Z
chasin-tails-seafood-that-celebrates-falls-church-va-dc-metro,Chasin' Tails: Seafood that Celebrates!,codex_verified,100,verified,verified,not_applicable,0,0,verified,2026-08-04T18:11:12.769Z
chain-checkers,Checkers,codex_verified,248,verified,verified,not_applicable,0,0,verified,2026-08-04T18:11:13.115Z
chef-geoffs-dc,Chef Geoff's,codex_verified,36,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T18:21:13.008Z
replacement-chef-tony-s-fresh-seafood-rockville-md,Chef Tony's Fresh Seafood,codex_verified,218,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T18:21:13.292Z
chef-tonys-rockville-dc-metro,Chef Tony's Rockville,codex_verified,199,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T18:21:13.584Z
chennai-hoppers-indian-restaurant-gaithersburg-md-dc-metro,Chennai Hoppers Indian Restaurant,codex_verified,112,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T20:30:28.479Z
chercher-ethiopian-dc,Chercher Ethiopian Restaurant,codex_verified,34,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T20:30:28.812Z
chercher-ethiopian-restaurant-and-mart-washington-dc-dc-metro,Chercher Ethiopian Restaurant & Mart,codex_verified,69,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T20:30:29.245Z
replacement-chez-billy-sud-washington-dc,Chez Billy Sud,codex_verified,32,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T20:36:52.535Z
replacement-chicatana-washington-dc,Chicatana,codex_verified,71,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T20:36:52.897Z
chick-fil-a,Chick-fil-A,codex_verified,148,verified,verified,not_applicable,0,0,verified,2026-08-04T20:36:53.268Z
chicken-and-whiskey-14th-dc,Chicken + Whiskey 14th Street,codex_verified,46,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T23:05:58.617Z
chido-s-tex-mex-grill-laurel-md-dc-metro,Chido's Tex-Mex Grill,codex_verified,75,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T23:05:59.811Z
chiko-dc,CHIKO,codex_verified,58,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-04T23:06:01.035Z
chilis,Chili's,codex_verified,103,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-05T02:36:57.820Z
chima-steakhouse-tysons-tysons-va-dc-metro,Chima Steakhouse Tysons,codex_verified,56,verified,verified,not_applicable,0,0,verified,2026-08-05T02:36:58.140Z
china-chilcano-dc,China Chilcano,codex_verified,56,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-05T02:36:58.461Z
chain-china-express,China Express,codex_verified,4,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-05T13:11:46.390Z
chipotle,Chipotle,codex_verified,26,verified,verified,not_applicable,0,0,verified,2026-08-05T13:11:46.869Z
replacement-chit-chaat-cafe-vienna-va,Chit Chaat Cafe,codex_verified,68,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-05T13:11:47.263Z
chloe-dc,Chloe,codex_verified,38,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-05T13:17:21.371Z
chloez-cafe-fairfax-station-dc-metro,Chloez Cafe Fairfax Station,codex_verified,115,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-05T13:17:21.720Z
chopt-dc,Chopt,codex_verified,199,verified,verified,not_applicable,0,0,verified,2026-08-05T13:17:22.067Z
churchkey-washington-dc-dc-metro,ChurchKey,codex_verified,63,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-05T13:25:39.517Z
ciao-osteria-centreville-va-dc-metro,Ciao Osteria,codex_verified,80,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-05T13:25:39.836Z
cielo-rojo-restaurant-takoma-park-md-dc-metro,Cielo Rojo Restaurant,codex_verified,83,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-05T13:26:10.324Z
cinemark-centreville-centreville-va-dc-metro,Cinemark Centreville,codex_verified,141,verified,verified,not_applicable,0,0,verified,2026-08-05T13:57:03.226Z
osm-circa-2788369922,Circa,codex_verified,93,verified,accurately_unavailable,not_applicable,0,0,verified,2026-08-05T13:57:03.615Z
